"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x836653724743385088","x1281778294678069248",2020-07-11 02:32:14,"ProsccoSocialst","@drfarls @ErikLoomis Grant would not have stood for this shit","Twitter for Android",40,"x1281777926837547008","x51089691","drfarls",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x51089691 x17136680","drfarls ErikLoomis","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281778294678069248","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281777727843045377",2020-07-11 02:29:59,"ProsccoSocialst","@BreeNewsome Blocking and muting makes Twitter so much better!","Twitter for Android",49,"x1281768431818362883","x110326494","BreeNewsome",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x110326494","BreeNewsome","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281777727843045377","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281776685734666245",2020-07-11 02:25:50,"ProsccoSocialst","@kagibso What you need to understand is that he's a strategic white supremacist and also dumb as rocks","Twitter for Android",93,"x1281771676397703169","x88307381","kagibso",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x88307381","kagibso","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281776685734666245","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281776161123688453",2020-07-11 02:23:45,"ProsccoSocialst","My Governor wants Georgians to die.🤷🏼‍♂️ https://t.co/jhuzDlWu16","Twitter for Android",61,,,,FALSE,TRUE,0,4,,,,,,,,,,,,,,,,"x2243261240","_noone_you_know","en",,,,,,,,,,,,,,,,"x1281768064955174912","My Governor wants Georgians to die.🤷🏼‍♂️ https://t.co/jhuzDlWu16",2020-07-11 01:51:35,"Twitter for Android",8,4,"x2243261240","_noone_you_know","Just Jeff 🍞🌹🏴",483,596,24096,"","Socialist
he/him 
Central Committee, North Georgia Socialist Rifle Association @socialistRA @northgasra",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281776161123688453","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281740024476827648",2020-07-11 00:00:10,"ProsccoSocialst","@khowaga @ShammaBoyarin @JoelBordeaux The 20th century is a footnote to the 19th","Twitter for Android",42,"x1281727794700001281","x94578401","khowaga",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x94578401 x569506413 x1937821628","khowaga ShammaBoyarin JoelBordeaux","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281740024476827648","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281739735401205760",2020-07-10 23:59:01,"ProsccoSocialst","@ShammaBoyarin Everything was invented in the 19th century","Twitter for Android",76,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x1937821628 x569506413","JoelBordeaux ShammaBoyarin","en",,,,,,,,,,,,,,,,"x1281726924268679174","@ShammaBoyarin Everything was invented in the 19th century",2020-07-10 23:08:06,"Twitter for iPhone",4,1,"x1937821628","JoelBordeaux","Joel Bordeaux🌹জোয়েল বোর্দো",1739,2654,9265,"NYC","Religious Studies academic: Hinduism + Buddhism, kingship + goddesses, tantra + occult. Sides of pop culture + politics. He / his. My views are not my own.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281739735401205760","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281708526608449537",2020-07-10 21:55:00,"ProsccoSocialst","@akbarjenkins McDonald's cheeseburgers without meat are actually pretty good","Twitter Web App",62,"x1281708406773100551","x836653724743385088","ProsccoSocialst",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x21364868","akbarjenkins","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281708526608449537","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281708406773100551",2020-07-10 21:54:31,"ProsccoSocialst","@akbarjenkins It's like bread, shredded lettuce, and mayonnaise. Honestly, that's all I remember? It seemed like a lot of mayonnaise. What else is on a Whopper?","Twitter Web App",146,"x1281707738477858817","x21364868","akbarjenkins",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x21364868","akbarjenkins","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281708406773100551","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281707380678565891",2020-07-10 21:50:27,"ProsccoSocialst","@akbarjenkins The not-eating-meat thing means I haven't had a Whopper in at least 25 years, and honestly I'm not sure if I ever had a Whopper then. I got a Whopper without meat once in college, and it was horrible","Twitter Web App",199,"x1281705253193293825","x21364868","akbarjenkins",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x21364868","akbarjenkins","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281707380678565891","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281701014224146432",2020-07-10 21:25:09,"ProsccoSocialst","@akbarjenkins If the goal is to recreate a Whopper, how good could it possibly be?","Twitter Web App",68,"x1281697748706824195","x21364868","akbarjenkins",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x21364868","akbarjenkins","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281701014224146432","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281655420239532033",2020-07-10 18:23:58,"ProsccoSocialst","@Pravasi101 So the Census Bureau created ZCTAs as geographic approximations of ZIP Codes, but not all ZIP Codes correspond to ZCTAs (PO Boxes, single building ZIPs, etc.), and ZCTAs do not cover the entire country (because not all places get mail: water, wilderness, etc.)","Twitter Web App",260,"x1281655049370796033","x836653724743385088","ProsccoSocialst",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x1140145748","Pravasi101","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281655420239532033","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281655049370796033",2020-07-10 18:22:30,"ProsccoSocialst","@Pravasi101 It's actually kinda wild. ZIP Codes really only exist for the convenience of the Post Office, so they're not geographical areas at all but just collections of mail routes.","Twitter Web App",171,"x1281652687994359808","x1140145748","Pravasi101",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x1140145748","Pravasi101","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281655049370796033","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281638417504374784",2020-07-10 17:16:25,"ProsccoSocialst","I've been exploring the #DeKalb data on #COVID19, and while I haven't come to any big conclusions about the spread of coronavirus locally, I did learn a lot about interpreting census data, mapping, and questioning my own assumptions https://t.co/CZ9QnBwzgA #rstats #tidyverse","Twitter Web App",275,,,,FALSE,FALSE,4,3,,,"DeKalb COVID19 rstats tidyverse",,"jamesphare.org/2020/07/covid-…","https://t.co/CZ9QnBwzgA","https://jamesphare.org/2020/07/covid-19-in-dekalb/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281638417504374784","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281543367554469890",2020-07-10 10:58:43,"ProsccoSocialst","I have an entire TV network dedicated to stoking hatred of me. A white supremacist w/ a popular network show regularly distorts me in dangerous ways, &amp; it’s a normal part of my existence to get death threats from their audience.

You don’t see me complaining abt “cancel culture”","Twitter Web App",140,,,,FALSE,TRUE,0,6879,,,,,,,,,,,,,,,,"x138203134","AOC","en",,,,,,,,,,,,,,,,"x1281394730232946691","I have an entire TV network dedicated to stoking hatred of me. A white supremacist w/ a popular network show regularly distorts me in dangerous ways, &amp; it’s a normal part of my existence to get death threats from their audience.

You don’t see me complaining abt “cancel culture”",2020-07-10 01:08:05,"Twitter for iPhone",52671,6879,"x138203134","AOC","Alexandria Ocasio-Cortez",7607535,2602,10811,"Bronx + Queens, NYC","US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281543367554469890","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281373350326145024",2020-07-09 23:43:08,"ProsccoSocialst","@bduckles @rstatstweet I have a religious studies PhD and it found this book helpful: https://t.co/gjdhUUNVv6","Twitter for Android",86,"x1281303473787670528","x15688463","bduckles",FALSE,FALSE,1,0,,,,,"project-mosaic-books.com/?page_id=13","https://t.co/gjdhUUNVv6","http://project-mosaic-books.com/?page_id=13",,,,,,,,,"x15688463 x1011817655957893120","bduckles rstatstweet","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281373350326145024","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1281054152303480833",2020-07-09 02:34:45,"ProsccoSocialst","@akbarjenkins @JohannaMellis I've lived the majority of my life within 60 miles of NYC, but whatever","Twitter for Android",71,"x1281053675113385985","x836653724743385088","ProsccoSocialst",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x21364868 x3381132963","akbarjenkins JohannaMellis","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1281054152303480833","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
